"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","MNPN","MXPN","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WDFG","WSF2","WSF5","WSFG"
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2015-08",,"525","189","3","0",,,"0","0","0","30","12","39",,,"0.05","102","57","36",,,"0.11",,"69.9","87.6","52.3",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2015-09",,"547","22","3","2",,,"0","0","0","17","1","35",,,"0.40","92","246","189",,,"0.64",,"58.8","73.1","44.5",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2015-10",,"547","0","7","3",,,"0","1","0","16","0","27",,,"0.32","81","535","289",,,"0.82",,"55.7","68.9","42.5",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2015-11",,"547","0","14","7",,,"0","23","2","0","0","14",,,"0.67","58","1403","867",,,"2.63",,"36.1","43.4","28.8",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2015-12",,"547","0","20","13",,,"0","24","9","0","0","5",,,"1.05","56","2424","1022",,,"5.16",,"32.0","37.5","26.6",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2016-01",,"0","0","11","7",,,"2","20","4","0","0","-4",,,"0.48","49","3419","995",,,"2.40",,"32.9","38.2","27.7",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2016-02",,"0","0","12","5",,,"0","11","0","0","0","24",,,"0.35","60","4115","696",,,"1.56",,"41.0","48.3","33.7",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2016-03",,"0","0","21","11",,,"0","10","0","0","0","25",,,"0.81","65","4809","694",,,"3.36",,"42.6","51.0","34.2",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2016-04",,"2","2","10","7","0","0","0","0","0","10","0","33","0","0.0","0.35","82","5172","363",,,"1.38","0.0","53.0","65.4","40.6",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2016-05",,"2","0","7","3","0","0","0","0","0","13","0","36","0","0.0","0.46","80","5449","277",,,"0.93","0.0","56.0","67.9","44.2",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2016-06",,"55","52","5","4","0","0","0","0","0","21","4","35","0","0.0","0.31","93","5615","165",,,"0.78","0.0","61.2","75.7","46.8",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2016-07",,"112","57","7","2",,,"0","0","0","27","5","42",,,"0.43","94","63","63",,,"0.72",,"64.8","80.3","49.3",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2016-08",,"206","94","3","2","0","0","0","0","0","30","11","39","0","0.0","0.33","94","99","37",,,"0.60","0.0","66.8","85.0","48.7",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2016-09",,"217","11","6","2",,,"0","1","0","21","0","32",,,"0.17","87","323","224",,,"0.39",,"57.9","72.5","43.3",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2016-10",,"217","0","20","15",,,"0","3","0","3","0","26",,,"0.91","79","798","475",,,"5.69",,"49.7","58.4","41.0",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2016-11",,"217","0","12","7",,,"0","8","0","0","0","28",,,"0.42","69","1387","588",,,"1.87",,"45.4","53.2","37.6",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2016-12",,"217","0","17","11","26",,"1","29","15","0","0","-11","9",,"0.35","44","2617","1230",,,"2.09",,"25.3","31.8","18.8",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2017-01",,"0","0","12","7","30",,"9","28","16","0","0","-6","12",,"0.50","40","3965","1348",,,"1.99",,"21.5","28.9","14.1",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2017-02",,"0","0","16","12",,,"1","19","4","0","0","-2",,,"0.46","50","4851","885",,,"3.20",,"33.4","40.9","25.9",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2017-03",,"0","0","20","15",,,"0","10","0","0","0","23",,,"0.70","58","5556","705",,,"5.15",,"41.5","48.8","34.1",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2017-04",,"0","0","19","8",,,"0","5","0","0","0","30",,,"0.52","69","6098","542",,,"1.85",,"46.3","56.0","36.6",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2017-05",,"18","18","9","5",,,"0","0","0","14","1","33",,,"0.48","91","6423","325",,,"1.74",,"55.1","67.4","42.8",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2017-06",,"65","47","5","3",,,"0","0","0","21","3","38",,,"0.35","93","6560","137",,,"0.91",,"61.9","74.8","49.0",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2017-07",,"236","171","0","0",,,"0","0","0","31","14","40",,,"0.00","97","9","9",,,"0.00",,"70.2","88.7","51.7",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2017-08",,"418","181","3","0",,,"0","0","0","27","14","43",,,"0.03","101","29","20",,,"0.06",,"71.0","89.3","52.7",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2017-09",,"496","78","5","4",,,"0","3","0","19","5","30",,,"0.33","98","219","189",,,"0.90",,"61.3","75.7","46.8",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2017-10",,"496","0","10","5",,,"0","5","0","1","0","25",,,"1.11","70","764","545",,,"2.73",,"47.4","58.4","36.4",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2017-11",,"496","0","17","9",,,"0","10","0","0","0","25",,,"0.49","60","1511","747",,,"2.72",,"40.1","46.5","33.7",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2017-12",,"496","0","15","7",,,"0","28","14","0","0","1",,,"1.36","45","2655","1144",,,"4.38",,"28.1","33.3","22.9",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2018-01",,,,"15","6",,,,,,,,,,,"0.88",,,,,,"2.41",,,,,,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2018-02",,,"0","14","10",,,"2","22","6","0","0","-7",,,"0.57","53",,"943",,,"2.68",,"31.3","38.9","23.8",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2018-03",,,"0","12","5",,,"0","19","0","0","0","16",,,"0.51","64",,"778",,,"1.55",,"39.9","48.3","31.5",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2018-04",,,"0","15","9",,,"0","9","0","3","0","27",,,"0.48","82",,"561",,,"2.43",,"46.3","56.5","36.1",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2018-05",,,"6","12","6",,,"0","0","0","19","0","38",,,"0.84","84",,"185",,,"2.18",,"59.2","71.3","47.1",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2018-06",,,"12","9","5",,,"0","0","0","20","0","36",,,"0.54","84",,"183",,,"1.47",,"59.3","71.5","47.1",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2018-07",,,"130","2","0",,,"0","0","0","29","11","41",,,"0.02","97","46","46",,,"0.04",,"67.7","85.7","49.7",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2018-08",,,"157","2","2",,,"0","0","0","29","10","36",,,"0.20","105","99","52",,,"0.32",,"68.4","85.0","51.8",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2018-09",,,"9","1","0",,,"0","1","0","21","0","30",,,"0.02","87","329","230",,,"0.02",,"57.6","73.3","41.9",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2018-10",,,"0","10","2",,,"0","12","0","6","0","24",,,"0.13","73","839","510",,,"0.60",,"48.0","61.2","34.7",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2018-11",,,"0","16","7",,,"0","18","0","0","0","20",,,"0.67","60","1608","769",,,"2.13",,"39.4","47.3","31.4",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2018-12",,,"0","16","10",,,"0","24","6","0","0","15",,,"0.90","50","2614","1007",,,"3.96",,"32.5","37.8","27.3",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2019-01",,"0","0","9","6",,,"0","24","3","0","0","19",,,"0.69","50","3590","976",,,"2.11",,"33.5","39.1","27.9",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2019-02",,"0","0","22","11","24",,"0","26","15","0","0","2","19",,"0.52","48","4719","1129",,,"3.56",,"24.7","32.1","17.3",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2019-03",,"0","0","8","3",,,"3","24","3","0","0","-6",,,"0.21","58","5710","991",,,"0.59",,"33.0","44.1","21.9",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2019-04",,"0","0","15","10",,,"0","4","0","2","0","30",,,"1.08","72","6224","513",,,"3.69",,"47.9","57.6","38.2",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2019-05",,"0","0","6","4",,,"0","1","0","17","0","32",,,"0.38","82","6495","270",,,"1.00",,"56.3","69.0","43.6",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2019-06",,"39","38","5","4",,,"0","0","0","24","0","40",,,"0.49","88","6627","132",,,"1.04",,"61.9","75.3","48.4",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2019-07",,"106","67","5","0",,,"0","0","0","29","3","36",,,"0.03","94","48","48",,,"0.11",,"65.7","81.8","49.5",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2019-08",,"240","134","6","1",,,"0","0","0","30","8","42",,,"0.27","99","72","24",,,"0.50",,"68.5","85.3","51.7",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2019-09",,"280","39","9","6",,,"0","2","0","18","3","29",,,"0.48","92","273","200",,,"1.34",,"59.6","72.5","46.7",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2019-10",,"280","0","8","5",,,"0","15","1","2","0","10",,,"1.07","72","960","687",,,"1.94",,"42.8","53.9","31.8",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2019-11",,"280","0","5","1",,,"0","18","1","0","0","13",,,"0.25","61","1754","794",,,"0.35",,"38.5","48.2","28.9",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2019-12",,"280","0","14","6",,,"0","24","6","0","0","19",,,"0.35","53","2706","952",,,"1.59",,"34.3","39.5","29.0",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2020-01",,"0","0","22","18",,,"0","17","4","0","0","8",,,"0.55","50","3657","951",,,"4.43",,"34.3","40.1","28.5",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2020-02",,"0","0","10","6",,,"0","22","1","0","0","18",,,"0.99","61","4482","825",,,"2.82",,"36.6","44.0","29.2",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2020-03",,"0","0","7","4",,,"0","22","1","0","0","20",,,"0.27","63","5283","801",,,"0.89",,"39.2","49.3","29.1",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2020-04",,"0","0","7","3",,,"0","12","0","1","0","18",,,"0.17","78","5818","535",,,"0.61",,"47.2","58.7","35.6",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2020-05",,"9","9","13","10",,,"0","3","0","11","0","31",,,"1.24","86","6159","340",,,"3.64",,"54.3","65.8","42.8",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2020-06",,"31","22","11","8",,,"0","0","0","17","0","40",,,"0.30","87","6358","199",,,"1.75",,"59.1","70.2","48.0",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2020-07",,"132","100","2","1",,,"0","0","0","30","7","37",,,"0.15","99","76","76",,,"0.16",,"65.8","82.1","49.5",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2020-08",,"283","151","3","0",,,"0","0","0","31","9","36",,,"0.07","102","109","34",,,"0.13",,"68.8","86.2","51.3",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2020-09",,"319","36","3","0",,,"0","0","0","25","3","34",,,"0.09","96","228","118",,,"0.16",,"62.3","78.6","45.9",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2020-10",,"323","4","9","7",,,"0","9","2","10","0","13",,,"0.69","85","731","503",,,"2.31",,"48.9","60.5","37.3",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2020-11",,"323","0","17","8",,,"0","19","1","0","0","14",,,"1.13","66","1508","777",,,"2.72",,"39.1","46.0","32.2",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2020-12",,"323","0","16","9",,,"0","25","5","0","0","20",,,"0.61","54","2477","969",,,"2.85",,"33.7","40.0","27.5",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2021-01",,"0","0","13","6",,,"0","20","2","0","0","21",,,"0.71","50","3348","871",,,"2.59",,"35.0","39.5","30.4",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2021-02",,"0","0","21","11",,,"0","24","10","0","0","8",,,"0.32","54","4330","982",,,"2.41",,"29.9","36.1","23.7",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2021-03",,"0","0","6","3",,,"0","18","0","0","0","23",,,"0.23","64","5044","714",,,"0.72",,"41.2","51.0","31.4",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2021-04",,"1","1","4","1",,,"0","10","0","3","0","20",,,"0.11","79","5562","518",,,"0.27",,"47.8","60.9","34.6",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2021-05",,"1","0","4","1",,,"0","1","0","14","0","32",,,"0.15","86","5884","322",,,"0.20",,"54.6","68.1","41.1",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2021-06",,"162","161","3","1",,,"0","0","0","24","9","36",,,"0.42","106","5980","95",,,"0.58",,"67.2","81.9","52.5",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2021-07",,"406","244","2","0",,,"0","0","0","31","21","40",,,"0.05","104","5","5",,,"0.06",,"72.7","91.8","53.6",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2021-08",,"589","183","6","2",,,"0","0","0","30","11","38",,,"0.39","105","58","53",,,"0.69",,"69.2","84.7","53.7",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2021-09",,"627","37","3","3","0","0","0","0","0","23","1","35","0","0.0","0.47","90","224","165",,,"0.92","0.0","60.7","74.8","46.7",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2021-10",,"627","0","12","5","0","0","0","11","0","7","0","18","0","0.0","0.43","78","735","511",,,"1.62","0.0","48.5","60.5","36.6",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2021-11",,"627","0","18","12","0","0","0","12","0","0","0","22","0","0.0","0.58","62","1432","697",,,"3.62","0.0","41.8","49.3","34.3",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2021-12",,"627","0","23","12",,"11","0","28","9","0","0","1",,"5.0","0.45","63","2516","1084",,,"3.85","25.5","30.0","36.0","24.0",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2022-01",,"0","0","10","7",,"3","1","27","5","0","0","-7",,"6.5","0.71","47","3572","1056",,,"2.65","11.1","30.9","37.4","24.4",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2022-02",,"0","0","9","3","5","1","0","23","4","0","0","5","3","2.0","0.18","58","4461","889",,,"0.59","3.6","33.3","41.7","24.8",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2022-03",,"0","0","13","6","0","0","0","11","0","0","0","16","0","0.0","0.72","67","5155","694",,,"1.92","0.0","42.6","51.7","33.5",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2022-04",,"0","0","16","9","4","3","0","15","0","0","0","21","3","2.0","0.49","69","5852","697",,,"2.39","4.0","41.8","51.2","32.3",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2022-05",,"0","0","16","6","0","0","0","3","0","2","0","30","0","0.0","0.34","75","6326","474",,,"2.12","0.0","49.7","59.5","39.9",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2022-06",,"15","15","15","12","0","0","0","0","0","22","1","40","0","0.0","0.73","91","6465","139",,,"4.22","0.0","60.8","72.1","49.6",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2022-07",,"135","121","6","1","0","0","0","0","0","28","10","44","0","0.0","0.24","99","24","24",,,"0.45","0.0","68.2","83.8","52.7",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2022-08",,"366","231","4","0","0","0","0","0","0","31","20","43","0","0.0","0.03","101","30","7",,,"0.09","0.0","72.2","90.4","54.1",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2022-09",,"435","69","6","3","0","0","0","0","0","27","5","35","0","0.0","0.57","103","139","109",,,"1.57","0.0","63.7","80.1","47.2",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2022-10",,"436","0","8","4","0","0","0","2","0","20","0","31","0","0.0","0.48","81","488","349",,,"1.39","0.0","53.7","67.5","40.0",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2022-11",,"436","0","12","7","6","4","0","26","4","0","0","3","4","3.0","1.53","53","1477","989",,,"4.46","8.6","32.0","39.0","25.0",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2022-12",,"436","0","18","13","27","10","2","28","14","0","0","-17","9","3.5","0.60","48","2647","1170",,,"3.72","21.4","26.2","33.0","19.3",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2023-01",,"0","0","10","5","3","0","0","19","4","0","0","7","1","0.6","0.19","50","3615","968",,,"0.95","1.3","33.8","39.3","28.3",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2023-02",,"0","0","10","4","5","3","0","21","4","0","0","7","2","1.5","0.23","50","4504","889",,,"0.74","4.3","33.3","40.1","26.4",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2023-03",,"0","0","13","6","8","5","0","23","0","0","0","13","2","1.8","0.24","58","5349","845",,,"1.24","7.7","37.7","46.5","29.0",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2023-04",,"0","0","15","5","1","1","0","11","0","3","0","21","2","1.5","0.29","83","5939","590",,,"1.54","1.5","45.3","56.0","34.7",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2023-05",,"30","30","6","4","0","0","0","0","0","22","0","35","0","0.0","0.24","89","6116","177",,,"0.80","0.0","60.2","74.0","46.5",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2023-06",,"94","64","3","1","0","0","0","0","0","25","0","37","0","0.0","0.19","89","6229","113","56","84","0.28","0.0","63.4","77.9","48.8",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2023-07",,"261","168","2","0","0","0","0","0","0","31","15","38","0","0.0","0.07","100","13","13","58","88","0.13","0.0","70.0","89.5","50.5",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2023-08",,"443","182","7","3","0","0","0","0","0","29","12","40","0","0.0","0.43","102","39","26","58","82","1.09","0.0","70.0","86.2","53.9",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2023-09",,"476","33","9","3","0","0","0","0","0","21","2","40","0","0.0","0.34","90","196","157",,,"0.96","0.0","60.9","74.2","47.5",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2023-10",,"483","6","8","3","0","0","0","6","0","10","0","14","0","0.3","0.48","84","623","426",,,"1.15","0.3","51.5","62.1","40.8",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2023-11",,"483","0","13","7","0","0","0","17","2","0","0","19","0","0.0","0.75","56","1409","786",,,"2.70","0.0","38.8","45.6","31.9",,,,,,,
"USC00456789","PULLMAN 2 NW, WA US","46.76016","-117.1861","766.6","2023-12",,"483","0","15","9","4","3","0","19","1","0","0","23","3","2.3","0.83","55","2279","870",,,"2.98","6.6","36.9","42.6","31.3",,,,,,,
"US1MTCH0005","FLOWEREE 0.3 SW, MT US","47.7268213","-111.033425","985.7","2013-10",,,,"2","2",,"0",,,,,,,,"0.0","0.19",,,,,,"0.37","0.0",,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2013-01",,,,"16","7",,,,,,,,,,,"0.40",,,,,,"1.94",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2013-02",,,,"10","4",,"2",,,,,,,,"3.0","0.44",,,,,,"1.18","5.9",,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2013-03",,,,"15","5",,,,,,,,,,,"0.31",,,,,,"1.47",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2013-04",,,,"14","11",,,,,,,,,,,"0.58",,,,,,"2.89",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2013-05",,,,"11","4",,,,,,,,,,,"0.57",,,,,,"1.41",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2013-06",,,,"10","5",,,,,,,,,,,"0.36",,,,,,"1.66",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2013-07",,,,"1","1",,"0",,,,,,,,"0.0","0.10",,,,,,"0.10","0.0",,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2013-08",,,,"5","3",,,,,,,,,,,"0.25",,,,,,"0.76",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2013-09",,,,"14","9",,,,,,,,,,,"0.47",,,,,,"2.79",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2013-10",,,,"5","1",,,,,,,,,,,"0.55",,,,,,"0.63",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2013-11",,,,"10","5",,,,,,,,,,,"0.77",,,,,,"2.19",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2013-12",,,,"11","6",,,,,,,,,,,"0.55",,,,,,"1.83",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2014-01",,,,"10","7",,,,,,,,,,,"0.75",,,,,,"2.34",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2014-02",,,,"19","11",,,,,,,,,,,"0.39",,,,,,"3.24",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2014-03",,,,"15","9",,,,,,,,,,,"0.45",,,,,,"2.69",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2014-04",,,,"10","7",,,,,,,,,,,"0.42",,,,,,"1.93",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2014-05",,,,"10","4",,,,,,,,,,,"0.37",,,,,,"1.25",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2014-06",,,,"8","2",,,,,,,,,,,"0.75",,,,,,"1.09",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2014-07",,,,"5","2",,,,,,,,,,,"0.39",,,,,,"0.72",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2014-08",,,,"6","2",,,,,,,,,,,"0.24",,,,,,"0.47",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2014-09",,,,"3","2",,,,,,,,,,,"0.41",,,,,,"0.55",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2014-10",,,,"10","5",,,,,,,,,,,"0.32",,,,,,"1.33",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2014-11",,,,"11","6",,,,,,,,,,,"1.01",,,,,,"2.47",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2014-12",,,,"17","13",,,,,,,,,,,"0.87",,,,,,"4.62",,,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2015-01",,,,"9","4",,"1",,,,,,,,"1.0","1.06",,,,,,"2.18","2.5",,,,,,,,,,
"US1WAWM0005","PALOUSE 3.2 SSW, WA US","46.865821","-117.089895","772.7","2015-02",,,,"11","5",,,,,,,,,,,"0.74",,,,,,"2.07",,,,,,,,,,,
