"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00394490","KELDRON 8 SSW, SD US","45.83642","-101.86701","723.6","2023-01",,,,,"4",",7","1",",7",,,"2",",7",,,,,,,,,,,,,,,"1.5",",,7,26,","0.10",",,7,27,",,,,,,,"0.19",",,,7","3.5",",,,7",,,,,,
"USC00394490","KELDRON 8 SSW, SD US","45.83642","-101.86701","723.6","2023-02",,,,,"5",",7","1",",7",,,"3",",7",,,,,,,,,,,,,,,"3.0",",,7,23,","0.12",",,7,23,",,,,,,,"0.31",",,,7","7.7",",,,7",,,,,,
"USC00394490","KELDRON 8 SSW, SD US","45.83642","-101.86701","723.6","2023-03",,,,,"10",",7","7",",7",,,"9",",7",,,,,,,,,,,,,,,"5.0",",,7,05,+","0.35",",,7,05,",,,,,,,"1.62",",,,7","27.5",",,,7",,,,,,
"USC00394490","KELDRON 8 SSW, SD US","45.83642","-101.86701","723.6","2023-05",,,,,"7",",7","7",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","1.60",",,7,12,",,,,,,,"3.52",",,,7","0.0",",,,7",,,,,,
"USC00394490","KELDRON 8 SSW, SD US","45.83642","-101.86701","723.6","2023-06",,,,,"9",",7","7",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","1.20",",,7,22,",,,,,,,"5.00",",,,7","0.0",",,,7",,,,,,
"USC00394490","KELDRON 8 SSW, SD US","45.83642","-101.86701","723.6","2023-07",,,,,"7",",7","6",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","0.55",",,7,04,",,,,,,,"1.31",",,,7","0.0",",,,7",,,,,,
"USC00394490","KELDRON 8 SSW, SD US","45.83642","-101.86701","723.6","2023-08",,,,,"6",",7","5",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","1.14",",,7,05,",,,,,,,"3.67",",,,7","0.0",",,,7",,,,,,
"USC00394490","KELDRON 8 SSW, SD US","45.83642","-101.86701","723.6","2023-09",,,,,"4",",7","4",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,30,+","0.0",",,7,30,+","1.30",",,7,05,",,,,,,,"2.65",",,,7","0.0",",,,7",,,,,,
"USC00394490","KELDRON 8 SSW, SD US","45.83642","-101.86701","723.6","2023-10",,,,,"4",",7","2",",7","0","5,7","1",",7",,,,,,,,,,,,,"0","5,,7,31,+","7.0",",,7,27,","0.75",",,7,03,",,,,,,,"1.17",",,,7","7.0",",,,7",,,,,,
"USC00394490","KELDRON 8 SSW, SD US","45.83642","-101.86701","723.6","2023-11",,,,,"4",",7","1",",7","0","4,7","1",",7",,,,,,,,,,,,,"0","4,,7,30,+","1.0",",,7,08,","0.10",",,7,08,",,,,,,,"0.19",",,,7","1.5",",,,7",,,,,,
"USC00394490","KELDRON 8 SSW, SD US","45.83642","-101.86701","723.6","2023-12",,,,,"3",",7","2",",7",,,"1","2,7",,,,,,,,,,,,,,,"2.0","2,,7,09,","0.20",",,7,27,",,,,,,,"0.38",",,,7","2.0","2,,,7",,,,,,
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2013-01","0","7","0",",7","4",",7","1",",7","27",",7","2",",7","9",",7","31",",7","18",",7","0",",7","0",",7","-16",",7,31,","4",",,7,07,+","3.1",",,7,20,","0.10",",,7,20,","46",",7,18,","4653","7","1480",",7","0.16",",,,7","4.9",",,,7","17.3",",7","26.5",",,,7","8.0",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2013-02","0","7","0",",7","5",",7","0",",7","5",",7","3",",7","3",",7","28",",7","10",",7","0",",7","0",",7","-9",",7,19,","2",",,7,22,","1.0",",,7,22,+","0.06",",,7,16,","50",",7,17,","5747","7","1094",",7","0.20",",,,7","3.7",",,,7","25.9",",7","35.7",",,,7","16.1",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2013-03","0","7","0",",7","5",",7","2",",7","11",",7","3",",7","1",",7","30",",7","11",",7","1",",7","0",",7","0",",7,20,","3",",,7,25,+","3.0",",,7,22,","0.19",",,7,22,","70",",7,14,","6909","7","1161",",7","0.44",",,,7","6.0",",,,7","27.5",",7","39.8",",,,7","15.2",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2013-04","0","7","0",",7","7",",7","2",",7","9",",7","2",",7","0",",7","25",",7","2",",7","4",",7","0",",7","13",",7,09,","8",",,7,15,+","8.0",",,7,14,","0.56",",,7,14,","82",",7,27,","7729","7","820",",7","0.95",",,,7","9.8",",,,7","37.7",",7","49.4",",,,7","26.0",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2013-05","20","7","20","1,7","10",",7","8",",7","0",",7","0",",7","0","1,7","7","1,7","0",",7","16",",7","1",",7","23","1,7,03,","0",",,7,31,+","0.0",",,7,31,+","1.36",",,7,18,","93",",7,13,","7993","7","264",",7","6.17",",,,7","0.0",",,,7","56.8","1,7","70.0",",,,7","43.5","1,,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2013-06","100","7","80",",7","8",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","25",",7","1",",7","46",",7,07,+","0",",,7,30,+","0.0",",,7,30,+","0.85",",,7,12,","90",",7,20,","8062","7","69",",7","2.47",",,,7","0.0",",,,7","65.4",",7","77.2",",,,7","53.6",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2013-07","308","7","208",",7","11",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","8",",7","42",",7,27,","0",",,7,31,+","0.0",",,7,31,+","0.89",",,7,07,","95",",7,18,+","20","7","20",",7","2.13",",,,7","0.0",",,,7","71.1",",7","84.5",",,,7","57.6",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2013-08","531","7","222","1,7","7",",7","4",",7","0",",7","0",",7","0","1,7","0","1,7","0","1,7","30","1,7","12","1,7","50","1,7,10,","0",",,7,31,+","0.0",",,7,31,+","1.52",",,7,04,","103","1,7,20,","23","7","3","1,7","2.98",",,,7","0.0",",,,7","72.3","1,7","85.5","1,,,7","59.0","1,,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2013-09","628","7","98",",7","9",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","25",",7","3",",7","37",",7,20,","0",",,7,30,+","0.0",",,7,30,+","1.64",",,7,08,","97",",7,06,","119","7","96",",7","3.09",",,,7","0.0",",,,7","65.1",",7","78.3",",,,7","51.9",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2013-10","628","7","0",",7","10",",7","5",",7","3",",7","2",",7","0",",7","14",",7","1",",7","2",",7","0",",7","22",",7,28,","3",",,7,05,+","4.0",",,7,05,+","1.14",",,7,14,","70",",7,07,+","817","7","698",",7","3.80",",,,7","8.5",",,,7","42.5",",7","51.7",",,,7","33.3",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2013-11","628","7","0",",7","1",",7","0",",7","0",",7","0",",7","1",",7","28",",7","6",",7","0",",7","0",",7","0",",7,23,","0",",T,7,11,","0.0",",T,7,21,+","0.08",",,7,08,","57",",7,13,","1853","7","1036",",7","0.08",",,,7","0.0",",T,,7","30.5",",7","41.7",",,,7","19.2",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2013-12","628","7","0",",7","6",",7","3",",7","29",",7","5",",7","19",",7","31",",7","23",",7","0",",7","0",",7","-26",",7,07,","11",",,7,31,","5.0",",,7,03,","0.14",",,7,03,","48",",7,01,","3552","7","1699",",7","0.48",",,,7","16.2",",,,7","10.2",",7","20.1",",,,7","0.3",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2014-01","0","7","0",",7","6",",7","1",",7","31",",7","1",",7","16",",7","31",",7","14",",7","0",",7","0",",7","-20",",7,06,","11",",,7,02,+","3.0",",,7,30,","0.80",",,7,30,","45",",7,25,","5074","7","1522",",7","0.88",",,,7","3.7",",,,7","15.9",",7","27.4",",,,7","4.4",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2014-02","0","7","0",",7","6",",7","1",",7","28",",7","3",",7","17",",7","28",",7","21",",7","0",",7","0",",7","-18",",7,07,","9",",,7,17,","2.9",",,7,17,","0.19",",,7,17,","43",",7,19,","6597","7","1523",",7","0.35",",,,7","7.6",",,,7","10.6",",7","21.5",",,,7","-0.3",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2014-03","0","7","0",",7","5",",7","1",",7","10",",7","1",",7","3",",7","29",",7","8",",7","0",",7","0",",7","-16",",7,02,","5",",,7,31,+","4.8",",,7,31,","0.16",",,7,31,","63",",7,29,","7737","7","1140",",7","0.33",",,,7","5.8",",,,7","28.2",",7","40.0",",,,7","16.4",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2014-04","0","7","0",",7","5",",7","4",",7","5",",7","1",",7","0",",7","20",",7","2",",7","5",",7","0",",7","2",",7,01,","7",",,7,02,","2.6",",,7,02,","0.92",",,7,27,","77",",7,09,","8422","7","684",",7","1.83",",,,7","3.1",",,,7","42.2",",7","55.3",",,,7","29.1",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2014-05","40","7","40",",7","8",",7","3",",7","0",",7","0",",7","0",",7","5",",7","0",",7","14",",7","0",",7","27",",7,15,","0",",,7,31,+","0.0",",,7,31,+","0.23",",,7,30,","89",",7,29,","8761","7","339",",7","0.55",",,,7","0.0",",,,7","55.3",",7","67.6",",,,7","43.1",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2014-06","75","7","35",",7","12",",7","10",",7","0",",7","0",",7","0",",7","0",",7","0",",7","22",",7","0",",7","41",",7,13,+","0",",,7,30,+","0.0",",,7,30,+","2.61",",,7,18,","89",",7,21,","8855","7","94",",7","7.91",",,,7","0.0",",,,7","63.0",",7","74.1",",,,7","51.9",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2014-07","229","7","154",",7","4",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","3",",7","46",",7,02,","0",",,7,31,+","0.0",",,7,31,+","0.23",",,7,23,+","97",",7,20,","18","7","18",",7","0.62",",,,7","0.0",",,,7","69.4",",7","82.7",",,,7","56.1",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2014-08","358","7","129",",7","13",",7","8",",7","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","2",",7","44",",7,26,","0",",,7,31,+","0.0",",,7,31,+","2.69",",,7,23,","92",",7,01,","53","7","35",",7","5.97",",,,7","0.0",",,,7","68.0",",7","78.6",",,,7","57.5",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2014-09","403","7","45",",7","4",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","19",",7","4",",7","34",",7,13,+","0",",,7,30,+","0.0",",,7,30,+","1.05",",,7,30,","91",",7,08,","247","7","193",",7","1.36",",,,7","0.0",",,,7","60.0",",7","73.8",",,,7","46.3",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2014-10","403","7","0",",7","2",",7","1",",7","0",",7","0",",7","0",",7","6",",7","0",",7","9",",7","0",",7","13",",7,31,","0",",,7,31,+","0.0",",,7,31,+","0.17",",,7,12,","82",",7,21,","744","7","497",",7","0.24",",,,7","0.0",",,,7","49.0",",7","62.0",",,,7","35.9",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2014-11","403","7","0",",7","6",",7","2",",7","22",",7","2",",7","8",",7","27",",7","16",",7","0",",7","0",",7","-11",",7,14,","7",",,7,20,+","5.5",",,7,10,","0.24",",,7,10,","64",",7,02,","2021","7","1277",",7","0.50",",,,7","8.0",",,,7","22.4",",7","32.9",",,,7","12.0",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2014-12","403","7","0",",7","5",",7","0",",7","20",",7","2",",7","4",",7","31",",7","14",",7","0",",7","0",",7","-14",",7,30,","4",",,7,03,+","1.3",",,7,23,","0.08",",,7,23,","53",",7,12,","3338","7","1317",",7","0.17",",,,7","2.7",",,,7","22.5",",7","32.1",",,,7","13.0",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2015-01","0","7","0",",7","3",",7","1",",7","24",",7","1",",7","9",",7","27",",7","11",",7","0",",7","0",",7","-15",",7,05,","9",",,7,13,+","6.8",",,7,05,","0.18",",,7,05,","62",",7,27,","4661","7","1323",",7","0.30",",,,7","7.4",",,,7","22.3",",7","32.3",",,,7","12.3",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2015-02","0","7","0",",7","8",",7","1",",7","18",",7","2",",7","11",",7","28",",7","18",",7","0",",7","0",",7","-15",",7,22,","2",",,7,28,+","1.2",",,7,25,+","0.15",",,7,08,","63",",7,07,","5996","7","1335",",7","0.37",",,,7","4.7",",,,7","17.3",",7","29.4",",,,7","5.3",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2015-03","0","7","0",",7","5",",7","0",",7","2",",7","1",",7","2",",7","24",",7","2",",7","5",",7","0",",7","-5",",7,05,","2",",,7,01,","1.1",",,7,22,","0.08",",,7,29,","80",",7,31,","6789","7","793",",7","0.21",",,,7","1.4",",,,7","39.4",",7","54.5",",,,7","24.3",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2015-04","0","7","0",",7","6",",7","1",",7","0",",7","0",",7","0",",7","15",",7","0",",7","7",",7","0",",7","17",",7,03,","0",",,7,30,+","0.0",",,7,30,+","0.45",",,7,19,","82",",7,14,","7319","7","529",",7","0.67",",,,7","0.0",",,,7","47.4",",7","61.0",",,,7","33.7",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2015-05","1","7","1",",7","11",",7","10",",7","1",",7","1",",7","0",",7","6",",7","0",",7","12",",7","0",",7","29",",7,19,","2",",,7,10,","9.0",",,7,10,","1.03",",,7,10,","88",",7,02,","7676","7","357",",7","4.29",",,,7","9.0",",,,7","53.5",",7","65.9",",,,7","41.1",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2015-06","94","7","93",",7","12",",7","8",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","3",",7","44",",7,01,","0",",,7,30,+","0.0",",,7,30,+","1.11",",,7,22,","92",",7,29,","7706","7","30",",7","3.75",",,,7","0.0",",,,7","67.1",",7","79.6",",,,7","54.6",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2015-07","327","7","232",",7","8",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","14",",7","48",",7,07,","0",",,7,31,+","0.0",",,7,31,+","0.92",",,7,27,","97",",7,23,","3","7","3",",7","1.74",",,,7","0.0",",,,7","72.4",",7","86.4",",,,7","58.4",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2015-08","548","7","221",",7","5",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","8",",7","40",",7,24,","0",",,7,31,+","0.0",",,7,31,+","0.58",",,7,18,+","104",",7,15,","29","7","26",",7","1.77",",,,7","0.0",",,,7","71.3",",7","86.1",",,,7","56.4",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2015-09","647","7","99",",7","3",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","6",",7","38",",7,29,","0",",,7,30,+","0.0",",,7,30,+","0.75",",,7,03,","101",",7,03,","99","7","70",",7","0.93",",,,7","0.0",",,,7","66.0",",7","81.1",",,,7","50.9",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2015-10","655","7","8",",7","5",",7","3",",7","0",",7","0",",7","0",",7","7",",7","0",",7","10",",7","2",",7","25",",7,16,","0",",,7,31,+","0.0",",T,7,28,","0.46",",,7,23,","90",",7,11,+","533","7","434",",7","0.85",",,,7","0.0",",T,,7","51.3",",7","64.2",",,,7","38.4",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2015-11","655","7","0",",7","2",",7","0",",7","2",",7","0",",7","1",",7","25",",7","6",",7","0",",7","0",",7","-4",",7,27,","1",",,7,30,+","0.5",",,7,30,+","0.05",",,7,30,","67",",7,14,+","1452","7","920",",7","0.09",",,,7","1.0",",,,7","34.3",",7","46.2",",,,7","22.5",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2015-12","655","7","0",",7","5",",7","1",",7","20",",7","4",",7","3",",7","31",",7","23",",7","0",",7","0",",7","-5",",7,27,","7",",,7,31,+","4.2",",,7,16,","0.26",",,7,16,","62",",7,08,","2773","7","1321",",7","0.48",",,,7","8.8",",,,7","22.4",",7","30.1",",,,7","14.7",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2016-01","0","7","0",",7","1",",7","0",",7","30",",7","0",",7","5",",7","31",",7","23",",7","0",",7","0",",7","-17",",7,10,","7",",,7,22,+","0.3",",,7,14,","0.02",",,7,14,","47",",7,29,","4212","7","1439",",7","0.02",",,,7","0.3",",,,7","18.6",",7","26.8",",,,7","10.4",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2016-02","0","7","0",",7","7",",7","3",",7","7",",7","2",",7","0",",7","27",",7","6",",7","1",",7","0",",7","6",",7,13,","6",",,7,13,","3.1",",,7,13,","0.24",",,7,13,","70",",7,27,","5196","7","983",",7","0.58",",,,7","6.0",",,,7","31.1",",7","40.9",",,,7","21.3",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2016-03","0","7","0",",7","7",",7","2",",7","0",",7","0",",7","0",",7","24",",7","1",",7","4",",7","0",",7","9",",7,01,","0",",T,7,31,+","0.5",",,7,31,","0.60",",,7,31,","76",",7,06,","5972","7","776",",7","1.06",",,,7","1.1",",,,7","40.0",",7","54.3",",,,7","25.6",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2016-04","0","7","0",",7","8",",7","7",",7","0",",7","0",",7","0",",7","12",",7","0",",7","7",",7","0",",7","15",",7,11,","0",",,7,30,+","0.0",",,7,30,+","0.97",",,7,16,","76",",7,09,","6514","7","542",",7","4.10",",,,7","0.0",",,,7","46.9",",7","59.9",",,,7","34.0",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2016-05","10","7","10",",7","8",",7","4",",7","0",",7","0",",7","0",",7","2",",7","0",",7","21",",7","0",",7","31",",7,14,","0",",,7,31,+","0.0",",,7,31,+","0.85",",,7,30,","87",",7,05,","6757","7","242",",7","1.79",",,,7","0.0",",,,7","57.5",",7","71.4",",,,7","43.6",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2016-06","192","7","182",",7","5",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","7",",7","43",",7,02,","0",",,7,30,+","0.0",",,7,30,+","0.46",",,7,29,","101",",7,24,","6776","7","19",",7","0.84",",,,7","0.0",",,,7","70.4",",7","85.1",",,,7","55.8",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2016-07","454","7","262",",7","8",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","11",",7","45",",7,01,","0",",,7,31,+","0.0",",,7,31,+","1.45",",,7,11,","102",",7,20,","4","7","4",",7","3.06",",,,7","0.0",",,,7","73.3",",7","87.6",",,,7","59.0",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2016-08","678","7","223",",7","4",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","12",",7","45",",7,26,","0",",,7,31,+","0.0",",,7,31,+","0.71",",,7,10,","100",",7,22,","30","7","25",",7","1.15",",,,7","0.0",",,,7","71.4",",7","86.8",",,,7","56.0",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2016-09","718","7","40",",7","8",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","22",",7","2",",7","37",",7,29,+","0",",,7,30,+","0.0",",,7,30,+","0.28",",,7,07,","93",",7,11,","164","7","134",",7","0.79",",,,7","0.0",",,,7","61.9",",7","75.1",",,,7","48.6",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2016-10","720","7","2",",7","5",",7","2",",7","0",",7","0",",7","0",",7","10",",7","0",",7","11",",7","0",",7","24",",7,13,+","0",",,7,31,+","0.0",",,7,31,+","0.42",",,7,29,","80",",7,02,","620","7","456",",7","0.76",",,,7","0.0",",,,7","50.4",",7","63.6",",,,7","37.1",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2016-11","720","7","0",",7","6",",7","3",",7","3",",7","2",",7","0",",7","18",",7","4",",7","5",",7","0",",7","15",",7,19,","7",",,7,30,+","5.5",",,7,28,","0.48",",,7,28,","74",",7,09,+","1336","7","716",",7","0.87",",,,7","8.1",",,,7","41.1",",7","52.8",",,,7","29.4",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2016-12","720","7","0",",7","8",",7","6",",7","31",",7","7",",7","12",",7","31",",7","28",",7","0",",7","0",",7","-25",",7,18,","32",",,7,29,+","9.0",",,7,25,","0.57",",,7,25,","37",",7,21,","3025","7","1689",",7","1.49",",,,7","27.0",",,,7","10.5",",7","18.4",",,,7","2.6",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2017-01","0","7","0",",7","5",",7","1",",7","31",",7","2",",7","14",",7","31",",7","27",",7","0",",7","0",",7","-22",",7,04,","39",",,7,17,+","6.0",",,7,02,","0.24",",,7,02,","39",",7,30,+","4702","7","1677",",7","0.33",",,,7","8.2",",,,7","10.9",",7","18.4",",,,7","3.5",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2017-02","0","7","0",",7","4",",7","1",",7","28",",7","1",",7","5",",7","25",",7","12",",7","0",",7","0",",7","-11",",7,08,","35",",,7,09,+","1.5",",,7,07,","0.15",",,7,22,","66",",7,21,","5818","7","1115",",7","0.33",",,,7","1.9",",,,7","25.2",",7","33.9",",,,7","16.4",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2017-03","0","7","0",",7","7",",7","3",",7","15",",7","5",",7","2",",7","26",",7","6",",7","0",",7","0",",7","-6",",7,13,","13",",,7,14,","6.0",",,7,12,","0.21",",,7,12,","67",",7,05,","6810","7","993",",7","0.61",",,,7","13.1",",,,7","33.0",",7","44.1",",,,7","21.8",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2017-04","0","7","0",",7","4",",7","2",",7","0",",7","0",",7","0",",7","13",",7","0",",7","3",",7","0",",7","21",",7,17,","0",",,7,30,+","0.0",",,7,30,+","0.32",",,7,19,","77",",7,07,","7378","7","567",",7","0.67",",,,7","0.0",",,,7","46.1",",7","58.9",",,,7","33.3",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2017-05","14","7","14",",7","6",",7","3",",7","0",",7","0",",7","0",",7","1",",7","0",",7","18",",7","1",",7","32",",7,21,","0",",,7,31,+","0.0",",,7,31,+","0.45",",,7,16,","91",",7,07,","7627","7","249",",7","0.96",",,,7","0.0",",,,7","57.4",",7","71.7",",,,7","43.2",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2017-06","130","7","117",",7","8",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","5",",7","40",",7,25,","0",",,7,30,+","0.0",",,7,30,+","1.55",",,7,02,","98",",7,09,","7657","7","30",",7","2.86",",,,7","0.0",",,,7","67.9",",7","82.3",",,,7","53.5",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2017-07","492","7","361",",7","5",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","21",",7","50",",7,01,","0",",,7,31,+","0.0",",,7,31,+","0.77",",,7,18,","103",",7,05,","0","7","0",",7","1.85",",,,7","0.0",",,,7","76.6",",7","93.0",",,,7","60.3",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2017-08","586","7","94",",7","11",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","3",",7","45",",7,22,","0",",,7,31,+","0.0",",,7,31,+","0.95",",,7,06,","94",",7,29,","12","7","12",",7","1.85",",,,7","0.0",",,,7","67.7",",7","81.2",",,,7","54.1",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2017-09","653","7","67",",7","8",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","21",",7","5",",7","35",",7,27,","0",",,7,30,+","0.0",",,7,30,+","0.45",",,7,15,","101",",7,12,","191","7","179",",7","1.13",",,,7","0.0",",,,7","61.3",",7","75.4",",,,7","47.2",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2017-10","653","7","0",",7","3",",7","1",",7","0",",7","0",",7","0",",7","12",",7","0",",7","7",",7","0",",7","17",",7,27,","0",",,7,31,+","0.0",",,7,31,+","0.17",",,7,21,","81",",7,20,+","699","7","508",",7","0.23",",,,7","0.0",",,,7","48.6",",7","62.3",",,,7","34.9",",,,7"
"USC00395381","MC INTOSH 6 SE, SD US","45.83825","-101.27683","664.2","2017-11","653","7","0",",7","4",",7","0",",7","2",",7","0",",7","0",",7","29",",7","5",",7","1",",7","0",",7","5",",7,07,","1",",,7,06,+","0.5",",,7,06,+","0.09",",,7,01,","72",",7,23,","1645","7","945",",7","0.17",",,,7","1.0",",,,7","33.5",",7","45.6",",,,7","21.4",",,,7"
