,PRCP,TAVG,TMAX,TMIN,STATE,YEAR,MONTH,CROP
1129,1.32,,,,NE,2019,April,soybean
1130,9.03,,,,NE,2019,May,soybean
1131,5.95,,,,NE,2019,June,soybean
1132,1.18,,,,NE,2019,July,soybean
1133,5.7,,,,NE,2019,August,soybean
1134,2.07,,,,NE,2019,September,soybean
1135,5.2,,,,NE,2021,October,soybean
1136,0.24,,,,NE,2021,November,soybean
1137,0.23,,,,NE,2021,December,soybean
1138,0.0,,,,NE,2022,January,soybean
1139,0.0,,,,NE,2022,February,soybean
1140,0.77,,,,NE,2022,March,soybean
1141,1.14,,,,NE,2022,April,soybean
1142,4.27,,,,NE,2022,May,soybean
1143,1.02,,,,NE,2022,June,soybean
1144,2.78,,,,NE,2022,July,soybean
1145,0.48,,,,NE,2022,August,soybean
1146,1.75,,,,NE,2022,September,soybean
1147,0.04,,,,NE,2022,October,soybean
1148,0.42,,,,NE,2022,November,soybean
1149,0.57,,,,NE,2022,December,soybean
1150,1.19,,,,NE,2023,January,soybean
1151,0.98,,,,NE,2023,February,soybean
1152,1.03,,,,NE,2023,March,soybean
1153,1.81,,,,NE,2023,April,soybean
1154,2.32,,,,NE,2023,May,soybean
1155,1.92,,,,NE,2023,June,soybean
1156,6.79,,,,NE,2023,July,soybean
1157,2.0,,,,NE,2023,August,soybean
1158,0.85,,,,NE,2023,September,soybean
1159,1.75,,,,NE,2023,October,soybean
1160,0.11,,,,NE,2023,November,soybean
1161,1.35,,,,NE,2023,December,soybean
1162,0.33,,,,IA,2013,January,soybean
1163,0.71,,,,IA,2013,February,soybean
1164,2.06,,,,IA,2013,March,soybean
1165,5.97,,,,IA,2013,April,soybean
1166,9.07,,,,IA,2013,May,soybean
1167,3.61,,,,IA,2013,June,soybean
1168,2.08,,,,IA,2013,July,soybean
1169,3.15,,,,IA,2013,August,soybean
1170,1.46,,,,IA,2013,September,soybean
1171,3.62,,,,IA,2013,October,soybean
1172,0.75,,,,IA,2013,November,soybean
1173,0.24,,,,IA,2013,December,soybean
1174,0.4,,,,IA,2014,January,soybean
1175,0.77,,,,IA,2014,February,soybean
1176,0.82,,,,IA,2014,March,soybean
1177,2.74,,,,IA,2014,April,soybean
1178,1.46,,,,IA,2014,May,soybean
1179,13.35,,,,IA,2014,June,soybean
1180,1.49,,,,IA,2014,July,soybean
1181,4.42,,,,IA,2014,August,soybean
1182,3.27,,,,IA,2014,September,soybean
1183,1.7,,,,IA,2014,October,soybean
1184,0.42,,,,IA,2014,November,soybean
1185,1.61,,,,IA,2014,December,soybean
1186,0.41,,,,IA,2015,January,soybean
1187,0.6,,,,IA,2015,February,soybean
1188,0.43,,,,IA,2015,March,soybean
1189,2.32,,,,IA,2015,April,soybean
1190,3.76,,,,IA,2015,May,soybean
1191,3.93,,,,IA,2015,June,soybean
1192,6.09,,,,IA,2015,July,soybean
1193,12.36,,,,IA,2015,August,soybean
1194,2.32,,,,IA,2015,September,soybean
1195,1.48,,,,IA,2015,October,soybean
1196,4.96,,,,IA,2015,November,soybean
1197,3.69,,,,IA,2015,December,soybean
1198,0.49,,,,IA,2016,January,soybean
1199,1.55,,,,IA,2016,February,soybean
1200,2.15,,,,IA,2016,March,soybean
1201,6.36,,,,IA,2016,April,soybean
1202,4.55,,,,IA,2016,May,soybean
1203,3.23,,,,IA,2016,June,soybean
1204,2.28,,,,IA,2016,July,soybean
1205,3.9,,,,IA,2016,August,soybean
1206,7.68,,,,IA,2016,September,soybean
1207,2.24,,,,IA,2016,October,soybean
1208,1.93,,,,IA,2016,November,soybean
1209,0.97,,,,IA,2016,December,soybean
1210,1.09,,,,IA,2017,January,soybean
1211,0.6,,,,IA,2017,February,soybean
1212,1.48,,,,IA,2017,March,soybean
1213,2.43,,,,IA,2017,April,soybean
1214,5.24,,,,IA,2017,May,soybean
1215,2.14,,,,IA,2017,June,soybean
1216,1.67,,,,IA,2017,July,soybean
1217,5.27,,,,IA,2017,August,soybean
1218,3.47,,,,IA,2017,September,soybean
1219,6.38,,,,IA,2017,October,soybean
1220,0.0,,,,IA,2017,November,soybean
1221,0.2,,,,IA,2017,December,soybean
1222,1.13,,,,IA,2018,January,soybean
1223,0.85,,,,IA,2018,February,soybean
1224,2.63,,,,IA,2018,March,soybean
1225,1.35,,,,IA,2018,April,soybean
1226,3.63,,,,IA,2018,May,soybean
1227,6.46,,,,IA,2018,June,soybean
1228,5.48,,,,IA,2018,July,soybean
1229,4.25,,,,IA,2018,August,soybean
1230,8.53,,,,IA,2018,September,soybean
1231,2.72,,,,IA,2018,October,soybean
1232,1.22,,,,IA,2018,November,soybean
1233,2.13,,,,IA,2018,December,soybean
1234,0.03,,,,IA,2019,January,soybean
1235,1.23,,,,IA,2019,February,soybean
1236,3.53,,,,IA,2019,March,soybean
1237,4.5,,,,IA,2019,April,soybean
1238,7.76,,,,IA,2019,May,soybean
1239,3.47,,,,IA,2019,June,soybean
1240,6.21,,,,IA,2019,July,soybean
1241,3.72,,,,IA,2019,August,soybean
1242,4.43,,,,IA,2019,September,soybean
1243,5.11,,,,IA,2019,October,soybean
1244,1.3,,,,IA,2019,November,soybean
1245,1.34,,,,IA,2019,December,soybean
1246,0.8,,,,IA,2020,January,soybean
1247,0.17,,,,IA,2020,February,soybean
1248,3.02,,,,IA,2020,March,soybean
1249,0.61,,,,IA,2020,April,soybean
1250,3.2,,,,IA,2020,May,soybean
1251,3.01,,,,IA,2020,June,soybean
1252,1.48,,,,IA,2020,July,soybean
1253,1.96,,,,IA,2020,August,soybean
1254,1.13,,,,IA,2020,September,soybean
1255,1.24,,,,IA,2020,October,soybean
1256,0.73,,,,IA,2020,November,soybean
1257,0.37,,,,IA,2020,December,soybean
1258,0.97,,,,IA,2021,January,soybean
1259,0.35,,,,IA,2021,February,soybean
1260,2.75,,,,IA,2021,March,soybean
1261,2.03,,,,IA,2021,April,soybean
1262,2.24,,,,IA,2021,May,soybean
1263,1.27,,,,IA,2021,June,soybean
1264,5.84,,,,IA,2021,July,soybean
1265,5.9,,,,IA,2021,August,soybean
1266,1.21,,,,IA,2021,September,soybean
1267,4.3,,,,IA,2021,October,soybean
1268,0.22,,,,IA,2021,November,soybean
1269,0.36,,,,IA,2021,December,soybean
1270,0.22,,,,IA,2022,January,soybean
1271,0.19,,,,IA,2022,February,soybean
1272,2.3,,,,IA,2022,March,soybean
1273,1.04,,,,IA,2022,April,soybean
1274,2.9,,,,IA,2022,May,soybean
1275,1.19,,,,IA,2022,June,soybean
1276,2.87,,,,IA,2022,July,soybean
1277,2.61,,,,IA,2022,August,soybean
1278,0.73,,,,IA,2022,September,soybean
1279,0.61,,,,IA,2022,October,soybean
1280,1.39,,,,IA,2022,November,soybean
1281,2.06,,,,IA,2022,December,soybean
1282,2.01,,,,IA,2023,January,soybean
1283,1.41,,,,IA,2023,February,soybean
1284,2.19,,,,IA,2023,March,soybean
1285,3.68,,,,IA,2023,April,soybean
1286,3.89,,,,IA,2023,May,soybean
1287,2.07,,,,IA,2023,June,soybean
1288,2.35,,,,IA,2023,July,soybean
1289,6.15,,,,IA,2023,August,soybean
1290,1.76,,,,IA,2023,September,soybean
1291,5.65,,,,IA,2023,October,soybean
1292,0.05,,,,IA,2023,November,soybean
1293,2.62,,,,IA,2023,December,soybean
1294,6.44,,,,IL,2020,April,soybean
1295,5.46,,,,IL,2020,May,soybean
1296,2.23,,,,IL,2020,October,soybean
1297,2.29,,,,IL,2020,November,soybean
1298,1.29,,,,IL,2020,December,soybean
1299,3.11,,,,IL,2021,January,soybean
1300,2.08,,,,IL,2021,February,soybean
1301,4.26,,,,IL,2021,March,soybean
1302,2.46,,,,IL,2021,April,soybean
1303,6.09,,,,IL,2021,May,soybean
1304,7.24,,,,IL,2021,June,soybean
1305,3.24,,,,IL,2021,July,soybean
1306,2.0,,,,IL,2021,August,soybean
1307,2.87,,,,IL,2021,September,soybean
1308,7.86,,,,IL,2021,October,soybean
1309,0.76,,,,IL,2021,November,soybean
1310,1.7,,,,IL,2021,December,soybean
1311,0.34,,,,IL,2022,January,soybean
1312,3.28,,,,IL,2022,February,soybean
1313,4.72,,,,IL,2022,March,soybean
1314,3.27,,,,IL,2022,April,soybean
1315,4.01,,,,IL,2022,May,soybean
1316,1.85,,,,IL,2022,June,soybean
1317,3.47,,,,IL,2023,March,soybean
1318,2.02,,,,IL,2023,April,soybean
1319,1.54,,,,IL,2023,June,soybean
1320,3.37,,,,IL,2023,July,soybean
1321,5.53,,,,IL,2023,August,soybean
1322,4.25,,,,IL,2023,October,soybean
1323,0.81,,,,IL,2023,November,soybean
1324,3.35,,,,IL,2023,December,soybean
1325,0.48,23.4,32.6,14.3,NE,2013,January,soybean
1326,0.65,27.2,37.0,17.3,NE,2013,February,soybean
1327,2.73,31.3,41.8,20.8,NE,2013,March,soybean
1328,4.29,43.3,55.8,30.9,NE,2013,April,soybean
1329,5.3,59.5,71.0,48.0,NE,2013,May,soybean
1330,2.6,69.9,81.6,58.3,NE,2013,June,soybean
1331,1.72,73.0,85.1,60.9,NE,2013,July,soybean
1332,1.85,73.2,83.9,62.4,NE,2013,August,soybean
1333,1.5,68.7,81.4,56.0,NE,2013,September,soybean
1334,5.43,51.0,63.3,38.7,NE,2013,October,soybean
1335,1.12,35.8,47.5,24.0,NE,2013,November,soybean
1336,0.19,21.1,32.4,9.8,NE,2013,December,soybean
1337,0.05,20.2,33.7,6.7,NE,2014,January,soybean
1338,0.83,19.9,31.0,8.8,NE,2014,February,soybean
1339,0.48,33.3,47.5,19.1,NE,2014,March,soybean
1340,2.57,49.6,63.4,35.9,NE,2014,April,soybean
1341,6.61,61.2,74.4,48.0,NE,2014,May,soybean
1342,9.27,69.5,82.0,57.0,NE,2014,June,soybean
1343,0.41,,,,NE,2014,July,soybean
1344,12.48,71.6,82.5,60.7,NE,2014,August,soybean
1345,3.27,61.4,74.5,48.4,NE,2014,September,soybean
1346,2.28,53.5,67.3,39.7,NE,2014,October,soybean
1347,0.34,31.6,43.9,19.3,NE,2014,November,soybean
1348,1.17,29.0,35.9,22.1,NE,2014,December,soybean
1349,0.06,25.1,37.0,13.1,NE,2015,January,soybean
1350,1.05,19.9,31.3,8.5,NE,2015,February,soybean
1351,0.62,40.4,56.4,24.3,NE,2015,March,soybean
1352,3.63,52.6,64.7,40.5,NE,2015,April,soybean
1353,8.4,59.2,69.5,48.9,NE,2015,May,soybean
1354,5.91,71.2,81.6,60.8,NE,2015,June,soybean
1355,2.87,74.1,84.3,64.0,NE,2015,July,soybean
1356,8.94,71.0,81.6,60.4,NE,2015,August,soybean
1357,3.82,69.0,80.0,58.0,NE,2015,September,soybean
1358,0.64,55.1,67.7,42.6,NE,2015,October,soybean
1359,3.01,43.7,54.0,33.5,NE,2015,November,soybean
1360,3.49,31.1,39.3,23.0,NE,2015,December,soybean
1361,1.07,22.1,29.9,14.3,NE,2016,January,soybean
1362,1.15,33.8,42.9,24.7,NE,2016,February,soybean
1363,1.38,45.0,58.5,31.4,NE,2016,March,soybean
1364,6.44,52.7,64.7,40.8,NE,2016,April,soybean
1365,6.32,60.7,72.1,49.4,NE,2016,May,soybean
1366,5.84,76.7,88.4,65.0,NE,2016,June,soybean
1367,4.26,75.2,85.2,65.2,NE,2016,July,soybean
1368,6.36,72.8,82.6,63.0,NE,2016,August,soybean
1369,4.8,67.4,78.9,56.0,NE,2016,September,soybean
1370,0.98,55.1,68.4,41.7,NE,2016,October,soybean
1371,0.77,45.8,57.7,34.0,NE,2016,November,soybean
1372,1.46,24.2,34.3,14.0,NE,2016,December,soybean
1373,1.14,24.4,31.7,17.1,NE,2017,January,soybean
1374,0.4,36.9,49.1,24.7,NE,2017,February,soybean
1375,1.35,41.0,52.2,29.9,NE,2017,March,soybean
1376,4.01,51.7,63.2,40.2,NE,2017,April,soybean
1377,7.08,60.8,72.3,49.3,NE,2017,May,soybean
1378,3.77,74.0,86.4,61.7,NE,2017,June,soybean
1379,2.2,77.2,88.0,66.4,NE,2017,July,soybean
1380,4.87,69.2,79.9,58.5,NE,2017,August,soybean
1381,2.61,66.9,79.7,54.2,NE,2017,September,soybean
1382,4.87,53.6,65.5,41.6,NE,2017,October,soybean
1383,0.62,39.2,51.2,27.1,NE,2017,November,soybean
1384,0.21,26.8,37.5,16.2,NE,2017,December,soybean
1385,1.5,20.2,30.2,10.1,NE,2018,January,soybean
1386,0.25,20.9,31.0,10.9,NE,2018,February,soybean
1387,1.9,37.9,47.8,28.1,NE,2018,March,soybean
1388,0.73,41.8,54.3,29.3,NE,2018,April,soybean
1389,1.81,68.2,80.4,56.0,NE,2018,May,soybean
1390,6.95,76.0,86.6,65.3,NE,2018,June,soybean
1391,6.4,74.0,84.4,63.6,NE,2018,July,soybean
1392,4.2,72.2,82.4,62.1,NE,2018,August,soybean
1393,6.31,66.8,77.4,56.2,NE,2018,September,soybean
1394,2.72,48.5,59.4,37.6,NE,2018,October,soybean
1395,0.97,32.0,42.5,21.5,NE,2018,November,soybean
1396,5.1,28.7,37.0,20.3,NE,2018,December,soybean
1397,0.47,23.3,31.5,15.1,NE,2019,January,soybean
1398,1.88,14.4,23.6,5.2,NE,2019,February,soybean
1399,3.17,31.4,40.5,22.3,NE,2019,March,soybean
1400,1.27,51.7,64.4,39.1,NE,2019,April,soybean
1401,6.95,57.7,67.7,47.8,NE,2019,May,soybean
1402,5.32,71.4,82.2,60.6,NE,2019,June,soybean
1403,2.56,76.2,86.5,65.8,NE,2019,July,soybean
1404,4.13,71.8,81.0,62.6,NE,2019,August,soybean
1405,2.81,70.0,81.1,59.0,NE,2019,September,soybean
1406,4.56,47.2,58.8,35.6,NE,2019,October,soybean
1407,1.38,35.4,46.6,24.2,NE,2019,November,soybean
1408,2.08,30.6,40.2,20.9,NE,2019,December,soybean
1409,0.79,24.5,32.8,16.2,NE,2020,January,soybean
1410,0.15,29.1,40.4,17.7,NE,2020,February,soybean
1411,1.72,41.0,51.6,30.3,NE,2020,March,soybean
1412,1.07,48.0,62.2,33.8,NE,2020,April,soybean
1413,3.3,59.0,68.0,49.9,NE,2020,May,soybean
1414,2.45,76.8,88.4,65.3,NE,2020,June,soybean
1415,2.39,76.9,87.7,66.1,NE,2020,July,soybean
1416,1.62,73.4,85.5,61.2,NE,2020,August,soybean
1417,2.38,63.2,76.0,50.3,NE,2020,September,soybean
1418,0.68,47.3,59.6,34.9,NE,2020,October,soybean
1419,,,,,NE,2020,November,soybean
1420,1.32,,,,IA,2021,September,soybean
1421,5.55,,,,IA,2021,October,soybean
1422,0.12,,,,IA,2021,November,soybean
1423,0.64,,,,IA,2021,December,soybean
1424,0.32,,,,IA,2022,January,soybean
1425,0.18,,,,IA,2022,February,soybean
1426,1.59,,,,IA,2022,March,soybean
1427,1.5,,,,IA,2022,April,soybean
1428,2.59,,,,IA,2022,May,soybean
1429,1.01,,,,IA,2022,June,soybean
1430,3.44,,,,IA,2022,July,soybean
1431,2.07,,,,IA,2022,August,soybean
1432,0.62,,,,IA,2022,September,soybean
1433,0.63,,,,IA,2022,October,soybean
1434,1.63,,,,IA,2022,November,soybean
1435,1.22,,,,IA,2023,February,soybean
1436,1.65,,,,IA,2023,March,soybean
1437,2.23,,,,IA,2023,April,soybean
1438,3.95,,,,IA,2023,May,soybean
1439,1.56,,,,IA,2023,June,soybean
1440,3.13,,,,IA,2023,July,soybean
1441,4.89,,,,IA,2023,August,soybean
1442,2.06,,,,IA,2023,September,soybean
1443,5.48,,,,IA,2023,October,soybean
1444,0.1,,,,IA,2023,November,soybean
1445,1.3,,,,IA,2023,December,soybean
1446,0.34,20.0,29.5,10.5,IA,2013,January,soybean
1447,1.63,23.5,33.3,13.7,IA,2013,February,soybean
1448,2.05,28.4,37.6,19.2,IA,2013,March,soybean
1449,5.52,40.6,52.5,28.7,IA,2013,April,soybean
1450,9.51,57.6,69.0,46.1,IA,2013,May,soybean
1451,3.99,69.0,78.7,59.4,IA,2013,June,soybean
1452,2.4,73.1,84.6,61.7,IA,2013,July,soybean
1453,4.84,71.3,81.6,61.0,IA,2013,August,soybean
1454,0.59,67.0,79.3,54.6,IA,2013,September,soybean
1455,3.57,49.7,61.4,37.9,IA,2013,October,soybean
1456,0.5,32.7,44.2,21.3,IA,2013,November,soybean
1457,0.11,15.8,26.2,5.4,IA,2013,December,soybean
1458,0.35,14.7,27.4,2.0,IA,2014,January,soybean
1459,0.76,14.1,25.7,2.6,IA,2014,February,soybean
1460,0.6,30.6,42.7,18.4,IA,2014,March,soybean
1461,1.78,47.6,61.2,33.9,IA,2014,April,soybean
1462,1.07,59.9,72.7,47.1,IA,2014,May,soybean
1463,15.31,69.5,80.0,58.9,IA,2014,June,soybean
1464,1.31,69.3,79.8,58.9,IA,2014,July,soybean
1465,5.71,70.1,79.0,61.3,IA,2014,August,soybean
1466,3.13,62.8,74.2,51.3,IA,2014,September,soybean
1467,1.37,51.4,64.6,38.2,IA,2014,October,soybean
1468,0.46,28.3,39.2,17.4,IA,2014,November,soybean
1469,0.8,25.4,32.0,18.9,IA,2014,December,soybean
1470,0.85,20.7,30.3,11.1,IA,2015,January,soybean
1471,1.35,16.0,27.4,4.7,IA,2015,February,soybean
1472,0.34,38.8,53.8,23.8,IA,2015,March,soybean
1473,1.69,51.1,64.5,37.6,IA,2015,April,soybean
1474,3.54,59.5,70.8,48.1,IA,2015,May,soybean
1475,3.39,70.4,81.2,59.5,IA,2015,June,soybean
1476,6.07,72.3,82.9,61.8,IA,2015,July,soybean
1477,12.09,68.7,79.2,58.2,IA,2015,August,soybean
1478,2.84,67.6,79.0,56.2,IA,2015,September,soybean
1479,1.56,53.8,66.4,41.2,IA,2015,October,soybean
1480,4.14,39.0,49.2,28.8,IA,2015,November,soybean
1481,3.31,28.2,35.7,20.8,IA,2015,December,soybean
1482,0.58,17.2,25.4,9.1,IA,2016,January,soybean
1483,1.34,26.7,34.5,18.8,IA,2016,February,soybean
1484,2.55,40.8,52.8,28.8,IA,2016,March,soybean
1485,5.03,49.1,61.6,36.7,IA,2016,April,soybean
1486,7.48,59.8,72.0,47.7,IA,2016,May,soybean
1487,3.19,73.2,85.2,61.2,IA,2016,June,soybean
1488,2.04,73.0,84.5,61.5,IA,2016,July,soybean
1489,3.04,71.2,82.6,59.8,IA,2016,August,soybean
1490,4.05,65.4,77.3,53.5,IA,2016,September,soybean
1491,2.18,52.7,65.3,40.1,IA,2016,October,soybean
1492,1.72,43.5,55.2,31.9,IA,2016,November,soybean
1493,5.11,20.1,29.9,10.4,IA,2016,December,soybean
1494,1.56,21.3,29.4,13.2,IA,2017,January,soybean
1495,0.61,31.3,41.9,20.7,IA,2017,February,soybean
1496,1.38,35.9,46.7,25.0,IA,2017,March,soybean
1497,2.08,48.9,60.5,37.2,IA,2017,April,soybean
1498,4.69,57.8,70.3,45.4,IA,2017,May,soybean
1499,1.42,71.4,85.1,57.7,IA,2017,June,soybean
1500,1.5,75.0,87.3,62.6,IA,2017,July,soybean
1501,6.02,67.1,78.0,56.3,IA,2017,August,soybean
1502,2.85,64.8,77.7,52.0,IA,2017,September,soybean
1503,5.41,51.4,64.2,38.6,IA,2017,October,soybean
1504,0.0,34.8,46.8,22.8,IA,2017,November,soybean
1505,0.4,23.3,33.0,13.6,IA,2017,December,soybean
1506,1.05,15.5,25.6,5.5,IA,2018,January,soybean
1507,0.79,14.4,24.2,4.6,IA,2018,February,soybean
1508,2.38,34.4,43.1,25.7,IA,2018,March,soybean
1509,1.26,37.1,48.6,25.5,IA,2018,April,soybean
1510,3.74,65.5,77.5,53.5,IA,2018,May,soybean
1511,7.89,73.7,83.9,63.4,IA,2018,June,soybean
1512,3.37,72.8,83.9,61.6,IA,2018,July,soybean
1513,4.36,70.2,81.0,59.3,IA,2018,August,soybean
1514,5.87,65.6,76.3,54.8,IA,2018,September,soybean
1515,3.45,46.3,57.2,35.4,IA,2018,October,soybean
1516,1.52,29.0,39.2,18.9,IA,2018,November,soybean
1517,1.84,25.0,32.8,17.3,IA,2018,December,soybean
1518,0.09,18.3,28.0,8.7,IA,2019,January,soybean
1519,1.45,10.9,21.1,0.7,IA,2019,February,soybean
1520,2.33,30.5,40.4,20.6,IA,2019,March,soybean
1521,4.45,46.3,58.8,33.8,IA,2019,April,soybean
1522,7.15,55.5,66.4,44.7,IA,2019,May,soybean
1523,2.43,70.4,82.3,58.4,IA,2019,June,soybean
1524,4.3,73.7,83.9,63.5,IA,2019,July,soybean
1525,3.66,69.0,80.1,57.9,IA,2019,August,soybean
1526,4.03,67.1,78.2,56.0,IA,2019,September,soybean
1527,4.83,44.8,56.1,33.4,IA,2019,October,soybean
1528,2.7,30.7,41.8,19.6,IA,2019,November,soybean
1529,2.05,24.6,33.0,16.2,IA,2019,December,soybean
1530,1.01,19.8,28.1,11.4,IA,2020,January,soybean
1531,0.17,24.0,34.6,13.5,IA,2020,February,soybean
1532,2.8,37.8,48.3,27.4,IA,2020,March,soybean
1533,0.87,45.2,58.6,31.8,IA,2020,April,soybean
1534,2.83,57.6,67.4,47.9,IA,2020,May,soybean
1535,2.15,75.3,87.2,63.3,IA,2020,June,soybean
1536,2.1,75.4,87.3,63.6,IA,2020,July,soybean
1537,1.99,72.9,85.2,60.6,IA,2020,August,soybean
1538,1.05,62.8,75.7,49.8,IA,2020,September,soybean
1539,1.49,44.1,56.4,31.8,IA,2020,October,soybean
1540,1.54,40.1,52.2,28.1,IA,2020,November,soybean
1541,0.7,27.1,37.9,16.3,IA,2020,December,soybean
1542,1.13,25.1,31.8,18.3,IA,2021,January,soybean
1543,0.33,11.6,20.0,3.3,IA,2021,February,soybean
1544,2.8,41.3,52.7,29.8,IA,2021,March,soybean
1545,1.82,47.8,60.3,35.3,IA,2021,April,soybean
1546,3.05,59.0,70.1,47.9,IA,2021,May,soybean
1547,2.0,74.5,88.3,60.7,IA,2021,June,soybean
1548,2.85,74.0,85.1,62.8,IA,2021,July,soybean
1549,4.33,73.3,85.5,61.1,IA,2021,August,soybean
1550,1.25,66.6,80.2,52.9,IA,2021,September,soybean
1551,3.89,54.4,66.1,42.6,IA,2021,October,soybean
1552,0.14,38.3,49.9,26.7,IA,2021,November,soybean
1553,0.61,29.4,40.4,18.4,IA,2021,December,soybean
1554,0.15,16.5,30.6,2.4,IA,2022,January,soybean
1555,0.15,20.7,34.6,6.8,IA,2022,February,soybean
1556,1.46,35.6,47.9,23.3,IA,2022,March,soybean
1557,2.23,43.4,57.3,29.5,IA,2022,April,soybean
1558,2.54,60.4,72.4,48.5,IA,2022,May,soybean
1559,2.71,73.1,85.7,60.4,IA,2022,June,soybean
1560,3.79,75.2,87.0,63.3,IA,2022,July,soybean
1561,1.95,72.2,85.2,59.3,IA,2022,August,soybean
1562,0.77,66.3,81.5,51.1,IA,2022,September,soybean
1563,0.45,51.3,66.6,36.0,IA,2022,October,soybean
1564,1.88,34.6,46.1,23.1,IA,2022,November,soybean
1565,1.86,16.8,24.3,9.2,IA,2022,December,soybean
1566,1.45,19.6,26.7,12.6,IA,2023,January,soybean
1567,1.32,21.5,30.7,12.4,IA,2023,February,soybean
1568,2.03,29.9,39.0,20.7,IA,2023,March,soybean
1569,2.3,48.2,61.3,35.2,IA,2023,April,soybean
1570,3.95,64.5,76.4,52.7,IA,2023,May,soybean
1571,1.57,73.3,84.8,61.7,IA,2023,June,soybean
1572,3.12,71.1,82.3,59.9,IA,2023,July,soybean
1573,4.85,73.1,84.2,62.1,IA,2023,August,soybean
1574,1.83,67.7,80.0,55.5,IA,2023,September,soybean
1575,5.43,51.9,63.6,40.1,IA,2023,October,soybean
1576,0.11,38.9,51.6,26.2,IA,2023,November,soybean
1577,1.67,32.6,40.8,24.5,IA,2023,December,soybean
1578,2.54,,,,IL,2013,January,soybean
1579,2.91,,,,IL,2013,February,soybean
1580,2.31,,,,IL,2013,March,soybean
1581,7.28,,,,IL,2013,April,soybean
1582,7.25,,,,IL,2013,May,soybean
1583,5.06,,,,IL,2013,June,soybean
1584,0.06,,,,IL,2013,August,soybean
1585,0.4,,,,IL,2013,September,soybean
1586,2.99,,,,IL,2013,October,soybean
1587,2.51,,,,IL,2013,November,soybean
1588,1.85,,,,IL,2013,December,soybean
1589,1.9,,,,IL,2014,January,soybean
1590,2.22,,,,IL,2014,February,soybean
1591,1.81,,,,IL,2014,March,soybean
1592,2.54,,,,IL,2014,May,soybean
1593,2.74,,,,IL,2014,July,soybean
1594,3.51,,,,IL,2014,September,soybean
1595,4.37,,,,IL,2014,October,soybean
1596,1.95,,,,IL,2014,November,soybean
1597,1.98,,,,IL,2014,December,soybean
1598,1.1,,,,IL,2015,January,soybean
1599,2.15,,,,IL,2015,March,soybean
1600,2.28,,,,IL,2015,April,soybean
1601,3.89,,,,IL,2015,May,soybean
1602,6.15,,,,IL,2015,June,soybean
1603,2.63,,,,IL,2015,July,soybean
1604,2.45,,,,IL,2015,September,soybean
1605,4.22,,,,IL,2015,November,soybean
1606,9.32,,,,IL,2015,December,soybean
1607,1.11,,,,IL,2016,February,soybean
1608,1.06,,,,NE,2020,July,soybean
1609,0.0,,,,NE,2020,August,soybean
1610,3.3,,,,IL,2014,May,soybean
1611,9.77,,,,IL,2014,June,soybean
1612,2.35,,,,IL,2014,July,soybean
1613,6.11,,,,IL,2014,August,soybean
1614,4.24,,,,IL,2014,September,soybean
1615,5.88,,,,IL,2014,October,soybean
1616,1.96,,,,IL,2014,December,soybean
1617,4.52,,,,IL,2017,July,soybean
1618,2.78,,,,IL,2018,April,soybean
1619,2.91,,,,IL,2018,May,soybean
1620,7.08,,,,IL,2018,June,soybean
1621,0.32,,,,MN,2013,January,soybean
1622,0.76,,,,MN,2013,February,soybean
1623,1.89,,,,MN,2013,March,soybean
1624,6.24,,,,MN,2013,April,soybean
1625,6.73,,,,MN,2013,May,soybean
1626,2.75,,,,MN,2013,July,soybean
1627,3.1,,,,MN,2013,August,soybean
1628,1.27,,,,MN,2013,September,soybean
1629,3.3,,,,MN,2013,October,soybean
1630,0.76,,,,MN,2013,November,soybean
1631,0.31,,,,MN,2013,December,soybean
1632,0.32,,,,MN,2014,January,soybean
1633,1.28,,,,MN,2014,February,soybean
1634,0.84,,,,MN,2014,March,soybean
1635,5.13,,,,MN,2014,April,soybean
1636,1.92,,,,MN,2014,May,soybean
1637,0.85,,,,MN,2014,July,soybean
1638,6.01,,,,MN,2014,August,soybean
1639,2.93,,,,MN,2014,September,soybean
1640,1.39,,,,MN,2014,October,soybean
1641,0.48,,,,MN,2014,November,soybean
1642,0.61,,,,MN,2014,December,soybean
1643,0.26,,,,MN,2015,January,soybean
1644,0.51,,,,MN,2015,February,soybean
1645,0.46,,,,MN,2015,March,soybean
1646,3.6,,,,MN,2015,April,soybean
1647,3.41,,,,MN,2015,May,soybean
1648,4.65,,,,MN,2015,June,soybean
1649,3.13,,,,MN,2015,July,soybean
1650,3.9,,,,MN,2015,August,soybean
1651,3.23,,,,MN,2015,September,soybean
1652,0.87,,,,MN,2015,October,soybean
1653,3.58,,,,MN,2015,November,soybean
1654,3.0,,,,MN,2015,December,soybean
1655,0.48,,,,MN,2016,January,soybean
1656,0.37,,,,MN,2016,February,soybean
1657,2.27,,,,MN,2016,March,soybean
1658,2.27,,,,MN,2016,April,soybean
1659,3.22,,,,MN,2016,May,soybean
1660,3.83,,,,MN,2016,June,soybean
1661,9.0,,,,MN,2016,July,soybean
1662,5.65,,,,MN,2016,August,soybean
1663,9.09,,,,MN,2016,September,soybean
1664,4.5,,,,MN,2016,October,soybean
1665,1.44,,,,MN,2016,November,soybean
1666,1.3,,,,MN,2016,December,soybean
1667,1.46,,,,MN,2017,January,soybean
1668,1.01,,,,MN,2017,February,soybean
1669,1.32,,,,MN,2017,March,soybean
1670,1.89,,,,MN,2017,April,soybean
